faction,x,y,asset_mint,cargo_type
MUD,10,-41,9gEkHbuevrcNDdm9aVaUXP81H71iM2qQiPDcBF88kf9a,Hydrogen
MUD,10,-41,4MaYjD4wnZARsKf19e3vKGccHvgfCjy18LkjrGMohJp7,Field Stabilizer
MUD,10,-41,Cqj9dWNPyAoVwvPiPrT4CoYC5FNUJkeY5FhXB26R9Zz,Steel
MUD,10,-41,BMzd8QLpxofMmuwBt7Fb2T8HidXuvWRcwoWNkue26dBL,Toolkit
MUD,10,-41,9SSMvVNaFxMYkYQgHkCGHnaYM2NvkV4hjdfRWWJNnGqR,Polymer
MUD,10,-41,CP5QgwvtZXGkPirPYr9rRTyNc3kyK1h7BXcNozkSWfZK,Aerogel
MUD,10,-41,F8cK8VLtVBQCrksMpZsK1Abd7GDRvC3nsURSFGHWmSzk,Carbon
MUD,10,-41,C2UHzDCWWSaJQHsGQcVjwNCfay9VGM5jNVEDvFaj1v6H,Calico Maxhog
MUD,10,-41,Ct7oBi8JJsDS2cwYbnXWThKDn2aEXtiT9wEuQ9XK6HJL,Copper Ore
MUD,10,-41,37FdBtAQnTJvNZzSpLRjEth37P8UtMENBK4LsEU1518Z,Diamond
MUD,10,-41,83KjS1TVs9YmRP8QrwXq6T8YBmPdSxFDG5a3BoiyKb4k,Super Conductor
MUD,10,-41,Hxe3Kg3Jrsj7sWX1or1DTELar6cqeQpAJfcu7bmQaMUS,Arco
MUD,10,-41,EEMx98pECuPaFXEPQeZCpiP3Hnn5ENaPRosWcrSmvPbw,Graphene
MUD,10,-41,2Sth3rFDMNHCL5ZQqd44scB5457VTTL1AAarPFADhdSP,Fimbul Mamba EX
MUD,10,-41,Er2XHb1Cp1Qn1TaBLy9PUzzLZPDx9v2bWQESiXEY8rGf,Magnet
MUD,10,-41,2nr6WUT3eLBKvXWaRqzaimWxxPiqFGDEPbTyTTWd7U9n,Electromagnet
MUD,10,-41,DfKds8rBkTt6pzLqhVRLbbyKWpc5NvmJRe4p15tN9HVo,Lumanite
MUD,10,-41,EwvYtXdNiVSLQsRq7btWXkseKxJfCyAbyGFUJJe8Vexb,Copper
MUD,10,-41,DT9PAfAvGJFeXYy9R9o2oZTDCnoxX3MEB9cxNehZuh31,Silica
MUD,10,-41,24TFBKSS2QXj3hQ3fvFDonVNFdd6nAetNhEFpyT9bgbR,Ammunition
ONI,-8,35,4DwRDiffMuEbLYvW6Qxqy1xpw1aEZLQdoqKUHB4VWvFk,Particle Accelerator
ONI,-8,35,9E8DHrgjn8jPmEMpUvsFSLtefq5Y7Z73mzWwow67Ef88,Fuel
ONI,-8,35,9qsjjBGDooNT1i3gyfmKyF662BepdYUCErKt33FzbaNM,Strange Emitter
ONI,-8,35,AxszevoJKH9VKmcQxSWwGxj34SYscpoe4wciFxWbXjYr,Biomass
ONI,-8,35,CaLyK78gZmrvsy2PuvWq3DdtY8i55b2A8WLhSLYag9GC,Honeyland Explorer Badge
ONI,-8,35,H7rzUsA98j1tMPWjUhFV7P32B4hei3ZGMu3mf5yHYmVh,Titanium
ONI,-8,35,GeUMTRQCLdtnXTNDVVwohvUmAJtPUMdWdtT7YG7ai3CG,Hydrocarbon
ONI,-8,35,BiyK5p7fux3wvG3JN1Y8zPC6oU37PDp55qhapzRfu3Ex,Iron Ore
ONI,-8,35,7NxTKFVozNtTzh5K4eRYehv7BEFtQ8CACeSqrCaDU66g,Golden Ticket 2624
ONI,-8,35,38cDx45CMRh8h1LGDxiucBtuxQFz6WChjSdmP2MS65gA,Nitrogen
ONI,-8,35,6Q6mok3nqsnmBiupWX3qR5xU2U35MJUy42RLJ5coyzC,The Edge of Paradise
ONI,-8,35,6cttBMumezCw7h8jSJVUPBmEaNjxS4kQGbWdwdUZKPPs,Rochinol
ONI,-8,35,2ce6yf9penCirkzS6TurM5n2qbvV5xLHfcz5dosrspw3,Copper Wire
ONI,-8,35,hPieJFTPfbUhiNhXH8hfKgRiXHrEyL7Xegug9cbHSf3,Energy Substrate
ONI,-8,35,AY5VmLLb8KdcqoRAQ2fXH53ZtyQUDuvuqNFi7cyneeLn,Crystal Lattice
ONI,-8,35,DVRV7KPJqTB2ZgYAT9FvqYJuLaCYHpfThRaCmA1xX12F,Survey Data Unit
ONI,-8,35,HLR4sjpq7AjpT6WpWZruvuh86vtigjrEwPLMSnnJSb3G,Radiation Absorber
ONI,-8,35,BpiV9VsygoAqHTFywsJGS8hXTXUgPuESjG2Bs7yS8Gnr,Food
ONI,-8,35,5p7aYWWQTKWC2mQh9bVg5V59TzwH8kBUbKw2npNaEPoT,Power Source
ONI,-8,35,A2kB77L1xWorbzNZQB48gaE7MKPE5YdMghTxwi3bHPLz,Iron
ONI,-8,35,CmNnbpDHsTB154tHbQ6GN3aTd7FXFSeEHyXKEwZ2Z3Ba,Titanium Ore
ONI,-8,35,6BtHZtvKhKXicr7CJjRaCAbnxtDs58SAmZRvD2g6RDQj,Electronics
ONI,-8,35,6YJhjR7emdigQchnDTCuawwhZkkn4GM4vLSVwh1iTvZ5,Framework
ONI,-8,35,7sXUvh6vMxbo9NdxMCqM2W8XUR2n9zJ3ULaunS4nLBgZ,Hydrogen
ONI,-8,35,5dPsHRsecjWUUd8G6X2Fg7CdZybQT29CdipXj7cexXhS,Field Stabilizer
ONI,-8,35,9ddDTMtE9Kn8SU4uJecdTR7BF9do2btXsnC9WYj8uns8,Steel
ONI,-8,35,FAJUdaUszqYv5aA5QpwvRPD1SNmRTPDGjQkUnii9nUog,Toolkit
ONI,-8,35,AH3bSK6F3wAgGxgXziiPzHBKV4sPdF3QKckKk8byw5ro,Polymer
ONI,-8,35,F49PvBZgxNtNYHcdgoTW4mEwmKkvoWP4bpiPuV894UyX,Aerogel
ONI,-8,35,6TATQuxhN55a1HHQfBe7tDXtAcnT8iRpn1f6e6tHXmJb,Carbon
ONI,-8,35,6j8z2wwYgVR4DTWttxNBnJcHq2T4gMm3iAq1ij38MYZm,Calico Maxhog
ONI,-8,35,CsLd8WjLZST8akFDDg6h9jYEmjKZxYaNGbU6A9CZN3Hs,Copper Ore
ONI,-8,35,cwPhvqB6ycYqo64aeb1RbkiuGHKGZ6FLMuAWFaUdL3C,Diamond
ONI,-8,35,Eh9VQrRZ3JNv5Y2x7TSzEHKkXtnLz44ZqSVoAuL95bcU,Super Conductor
ONI,-8,35,Fh9iYFGMbjmPsAHBmwHWUfcKpxVReu2r9Ur4aVQ32Wfe,Arco
ONI,-8,35,Bihoui8n4wfJ1Zhk32kVLFxMPQu7cKTYTzpjfXTdtRmy,Graphene
ONI,-8,35,8vFrw113cCKzH7sA3XTfbcN16Wq12g2JkqYN4U4KY8UH,Fimbul Mamba EX
ONI,-8,35,4mq8iqWfroEL5KAiciqDTov67RPKW9Ho2p4DevNc2PB2,Magnet
ONI,-8,35,3u6dszFyVURBJisfRN5CXFmmhPRd7eLRn1YcTZwcD4eQ,Electromagnet
ONI,-8,35,DQ36vgvbpJnbFk7vLfRVk9Tr7LhFyN7N3UjTxY1RrhEZ,Lumanite
ONI,-8,35,DnBAHaoqGoYE3dwA2CHQzYiWvtBYUhTgc3PmQjquR5jY,Copper
ONI,-8,35,3gy1Zgj22Zm1VY5HjkoHj7LU4HXo4NzRVQwjospx5gVW,Silica
ONI,-8,35,FJfGXysfaJWxnXhG8bq9GyPqAkiGymPsZZLggZ9iAz9z,Ammunition
ONI,-35,12,AbtsDG4ZHRyrg6VkGRvAQ2SEDWoGYfGSetS3hHo6e5RS,Particle Accelerator
ONI,-35,12,E3UcZLZJhPJX4YuxAiS1mzQuTvWKdFUTDE4KFeAujmuz,Fuel
ONI,-35,12,9ZY3axPiZMhPYu3Jp7buXRqrUwkEaAXCbG6yBy4npDiX,Strange Emitter
ONI,-35,12,CLw9KTTuB5ELYmAjb13uEGAotj8iuNuf7zxpygCNVSwb,Biomass
ONI,-35,12,FjQz1GHjxjgMyXjcEgGRdAF9ne8uXwipn7TRzeGZT19W,Honeyland Explorer Badge
ONI,-35,12,6hUfbjE71NJmHb44zxxtLhpzsByQPkN1ibfv7BhMWDCz,Titanium
ONI,-35,12,FkZeBt6znKSoePhYBybxzdoWZymdQkbZa3wAZVQiJoDa,Hydrocarbon
ONI,-35,12,FHYfkiGnvqAucd5okb4fY6Q6TBsKgvUkZ1b7WaPm88vt,Iron Ore
ONI,-35,12,BrKDSVPL9dQ4ZSQw9MWe2FhrTycmSQABz4qRVx26iWqn,Golden Ticket 2624
ONI,-35,12,78ogipaBLi6MfT5P6rLVMUGCDbiJXHQLwWHb8AH6cEXA,Nitrogen
ONI,-35,12,CFHDvQRHHtUVwbyqmPFUyFiPSGAox1Vbe8K4yfTwCpQf,The Edge of Paradise
ONI,-35,12,GrRFL4HiyuQZMBfF4nyxoPdUAYLDh4P5EkHtBND6Pgqt,Rochinol
ONI,-35,12,EGUAP7vFRqPKirzt3UrcfNAuoqFzqhfoaz5JYCG435f1,Copper Wire
ONI,-35,12,ERb97ncvJSjpaPUzuR9LVBABdVZQF5S7QSudAs6f8MAF,Energy Substrate
ONI,-35,12,5PN9u1tYoGwzKbQcCfUYyKkCnkT5afaMC5iCqTxidj9F,Crystal Lattice
ONI,-35,12,5Uczf1H8dXHCgJNFLAifuzcBxHHVGkLpgxvofcTf2CSp,Survey Data Unit
ONI,-35,12,8ozCmtu1MeQxF5CG4G6TeVmWUcGwc4wr11zjmQYRXvHx,Radiation Absorber
ONI,-35,12,EBWJdNvvbEX2UdPc9M5L27iTm31gNccM9jkdN8D7j1bv,Food
ONI,-35,12,7h6KEfSBKrSHKBQRpud1dC94EDfngCj4zgfVH3LG3E9i,Power Source
ONI,-35,12,BBnBCTWxcDfjstGbh3Rdg6jBzbhsukDKdqZ5pgb1GtCA,Iron
ONI,-35,12,2PZ7chMZauhcAM1rqN6TBPSUicxM6VqGkxbasoVtBwSR,Titanium Ore
ONI,-35,12,6P5uZx6gBuRjQ7LxPJKFGbzxBrKLTv9zDSxGb8M3ahsw,Electronics
ONI,-35,12,DD4JK2Y9cmRBxTrg8kGF2pvfj7tZKgjmWB6qTrEuxwrA,Framework
ONI,-35,12,jpcPs9ix6BJKegwejA8ZgFpBdVSvaUN6bSyuDyVeTPE,Hydrogen
ONI,-35,12,2fUpZsmPL47DLvao7t7Bu4b5jwmiU5rMvAdMJDdUYWx8,Field Stabilizer
ONI,-35,12,27sqMCRM29k2CYVMLfqrStjtncVFr5xQYY3LUYJBvr3C,Steel
ONI,-35,12,9jLiBDV63GHxHgV8vUti4SQL6DLSMwoJE3qnzchfet3g,Toolkit
ONI,-35,12,HcEo6S7Xru3xU5MrcwurMAmWcP7Dt1YhoR78VtYHXVuz,Polymer
ONI,-35,12,HuDaRJvunqb6fsvLMBVeQk3PhomekgKPMTtzgx7dsBXu,Aerogel
ONI,-35,12,AEokhBYfQ5ALLqwQebjCrt3N42HvqmhFufqbUogN5jB3,Carbon
ONI,-35,12,E98xgvdwFPE51WYpL3t1uWNxPkT9Ejmq3fYLE81ZYy3r,Calico Maxhog
ONI,-35,12,CwAauUK7gzxZVmq3HwPRoeTpxzixKBMBs23bnPTfnWo2,Copper Ore
ONI,-35,12,6tXqtWCho6u3mEXFTifY5C9mcxpMW8PGznuqhMBfRh89,Diamond
ONI,-35,12,j9XU2829y8jQPo9mNz6Ch4SbD2PTZVGytf6FrhZVMPx,Super Conductor
ONI,-35,12,GJ8eREYomVLQxwsRfT153Wq7ZztyEj8AqqASLSV8LsZk,Arco
ONI,-35,12,UNwbWMhRTuRHTHRVTDUdKzPxr58AsB2Ur68TtRqSGp1,Graphene
ONI,-35,12,Ho89cZr3a49URDhJ4iDXf7QYoMoZtNMdtHWvnktcVbCJ,Fimbul Mamba EX
ONI,-35,12,9V6dMQtMjdZaR2kyCE56QrganPJ2TQEPuwHJAcHqcrKH,Magnet
ONI,-35,12,EN2iySb8y7gKaaoky8yQ74SgBZ4jNx7Ms2YH7tL2zM91,Electromagnet
ONI,-35,12,zzUZcto7rzAb2qoqKocWJNHvbEvFpQbPzDDg5knqgcQ,Lumanite
ONI,-35,12,Gwy9nPu2hDFd7MmqM1PxBCSWyJMpmmb3G29utzV4jTbm,Copper
ONI,-35,12,G9SakpLAWWr27qPnqdPrUHwFrUrnC3umeU47zBpfcy84,Silica
ONI,-35,12,5357SSvsThRS4LutWhLUj3NYAgu3tSXkHaxSkoRVt4mx,Ammunition
"","","",F3DaHWJVe6jHdLfyxzrM2wEzz2n5s6ntKKekb5ZPd7TN,Particle Accelerator
"","","",5yrQdgRMnEu4VkiBPxmVhwH19jx8hMkXnEEnNkzDXH3c,Fuel
"","","",DEvQ3XQgp9WmC6iMgnpsMwmksSCy7HqkNcR1qEjWN2Rn,Strange Emitter
"","","",54zxxNQyDJuEVhnMdVv9Pw5C6bBKvNFkJC8k6TGiFA1T,Biomass
"","","",14hXMK7qk3jcpw6AGQh6gajvCe2gpd8tzDF2TyhFpKuH,Honeyland Explorer Badge
"","","",7tGAk8u34d3cPTmRk86KRPGUf7Fty7oDEGZaVfv96ATc,Titanium
"","","",7DqbfVraiU2sM1yaFqpWdKjB9DnVZMFi5kH1QiftKoCz,Hydrocarbon
"","","",8kSuVpt7VnbQHYuJBPdCWeyUtJSQcNaFfYq7qBkyUsJM,Iron Ore
"","","",3iYxymi9n39VGny7JMqRPmuBngYwHf71jBAanfyuFzur,Golden Ticket 2624
"","","",5dE9esY2T8PSbFAkmY2Fof9QniCJwHauHCnDg9uRp38T,Nitrogen
"","","",E6e1UiuXAtqNkRTGanRJmwmN5hTDiTMva6jC3JtB4UTw,The Edge of Paradise
"","","",H95g8Mn9pVGVrQZ6h7yk5hc8T5Ep57N5F22SmE4QkrLL,Rochinol
"","","",7TuXQMfy26K4CZzKmaN3uQsWFrJiC95FayTaYQMUDkNu,Copper Wire
"","","",EKKP419fuev2xgDq2qTmHjBsWHnLdpJDgT9fVz4xNbzQ,Energy Substrate
"","","",DH21K9frf8LNGNsdQVQRHCgXuh4soHe6CunM5fxGPzwV,Crystal Lattice
"","","",BafvsxUpSPgun6ENHzuNKtH8ySftFQFS5RzrW7E3ZFBu,Survey Data Unit
"","","",D9dPc9mAMiX81CvYxxbRVvaS3stgVTGbMSNXyjN8Je7F,Radiation Absorber
"","","",21uD7858usLzaB3duK3MWbxi1rA6nmKXUVpYcVNLuD3m,Food
"","","",FSdHK3yYXSre7wRVvk9c5zmzwRmvefRd9EHYxU6jic3x,Power Source
"","","",2jFEaYHNZLMfPpCWZAMs1KGYjhpBGR2JkXuZEnX5Emtw,Iron
"","","",FvVteBx3iGL9q8vLzXH33JJnc5yq8ZbnTBYihum7yK5D,Titanium Ore
"","","",HWCYNmAJVQrRfs3CZ3jjPMi1TnaQD333VGwsYi5wEnf2,Electronics
"","","",C7mSTqsYp7msUhnG7pCDtbguCo9m3JYmuysCdG4fNCHr,Framework
"","","",AqZsRfkugfLqkDxyACrnFwndwYboL3VyyEM7jr6Je21X,Hydrogen
"","","",5WY6cj3tpDuAshAn7GPBFtgmEJxdBP2tv3kjbaWatQ9Z,Field Stabilizer
"","","",6CFrGo2Lv1aUrv7idPrxyMiQMy9u4wJQbSnLZqRV155x,Steel
"","","",5tJ3WU4W8XDJoHPkdKFc8K4tMq5jzxdu3nCJ6AwSvVH8,Toolkit
"","","",212evqEwuHnRnE7oPNaP4rWFEPiJ1rw97C8LfHXHKWXx,Polymer
"","","",GVAVFZTN1pxk2r1AjRDy8WtoBn2rmBDmC1v8mWdqYeXP,Aerogel
"","","",A9GgjFV1LNAqhTg4qaKqfU8vhEgPacKW6W9dNnqXdYds,Carbon
"","","",CRxbQd2vHLKXcnhFBFnmc2B5iitmGd4QejeVEt9ikY4d,Calico Maxhog
"","","",7MSQEXepywgqVeTg9Q3w3vkZe99c9kTHh3BHoaJWZK1o,Copper Ore
"","","",BK7ZYipGyTfcKa7XMkVJ4R6ftA8BA8Wg6ZSCKdtobzkz,Diamond
"","","",DwHPqtWcBoqc6wyBtFQZeYQUQChs3zjLtg3Q4cLQbEUu,Super Conductor
"","","",2HiD4n1sREPtYcNQ5q93N8pME3naQR72Pi2JMRQsX2uj,Arco
"","","",EWaXbm6AfBgDc5JvFC7K8CM8NpVVQ6CvQzNetGNepuuY,Graphene
"","","",HDQPixDLnHaAPPms3nupZto6sNjmfct5crPJkAhNkJoK,Fimbul Mamba EX
"","","",5Gnuf5hsSYxhdZshEgvGt6gfM2JsacqJaETUULgiGYvK,Magnet
"","","",6afqLDWmJAxSQK2bNkpNstimwHvqmva5k9CgwjGwwRaH,Electromagnet
"","","",Ah9Kr25KEZB51zSxQRbjt8iSsHhxior6znXLseCtExXm,Lumanite
"","","",58fXEiaJXAn8RMU7hMyDPkDHgMd6eMXXxrsWit7aM3Zh,Copper
"","","",7tobFqpJZip4XJD3wiCjmpPTxadXMwKyKkPUVQS3d5ai,Silica
"","","",Bf4FCDyZpYa1AJMAySA5chL26zUz1Zh93crqmeiy4a1k,Ammunition
Ustur,13,37,7iYzhcmpAg9U3LPwwuYYJ9KLEpRQDLfPbiFCsHnZrVEB,Particle Accelerator
Ustur,13,37,14PjM9GKAXCYiDRaKrBRWJEDtnnah5Mt624kisJfCzgU,Fuel
Ustur,13,37,7oZ119h9Z8k73qZC7W1Z74ip2cnEiBcPfv7fTy5XNNxr,Strange Emitter
Ustur,13,37,3kwtrBQgbofzCrt5mjvbAcVJ5h5TZdPrd2QjibVbZjfY,Biomass
Ustur,13,37,7hRpreLjkPduMUaB7Fvm4vBjb5HarmhE5Z2kt4JmSwKy,Honeyland Explorer Badge
Ustur,13,37,4sQj3Joth9RHBbhE8VE8WNueJhtMEYnSQhsS2eB4bQpd,Titanium
Ustur,13,37,Cm3N3qvFdvhrKZwXgA6w97ZvKXUyFF2C4jFX2V2a8fwU,Hydrocarbon
Ustur,13,37,GSaVZqs9mXtgoQHVak8bJ5gWSr2RB9foGhYi2ZPYnnNf,Iron Ore
Ustur,13,37,9xQwVbAgpgDL7Ut8mV4SqxT7EKJ2A27Q7tDU22sjbJKj,Golden Ticket 2624
Ustur,13,37,BUEWbyfojhSwacrdGxwKEp3vtrUVa2P3SdDpr9i3mJug,Nitrogen
Ustur,13,37,AgGxn42vZWvEPe9LrQG4FtFtm6rtbDZ6GHNomcTaud41,The Edge of Paradise
Ustur,13,37,7jsnNHCojVm1yG8BDKLuJaHVqcK8CsX8hvmBdiaB5NNE,Rochinol
Ustur,13,37,C3fcMaDaNDbNY9NWL1xLHXw7mmzNAnGGx7Au9f8phWSP,Copper Wire
Ustur,13,37,BYRE7Ra7GRf313UxBSjDP7SX3mM84vGygBemmgHMZBRp,Energy Substrate
Ustur,13,37,JD1NehFLkrWFpM4FPZaLacmz3tis6HJJPmmW6kCRC4GV,Crystal Lattice
Ustur,13,37,HsBaHEMA7NEkbSNDtiKcKi9usiAHjU8XuVyx2YviqA2Y,Survey Data Unit
Ustur,13,37,8ejRcBVx6tKDwECC7eU2VPKH2ajtFJQzhSdxHwSb4Pq5,Radiation Absorber
Ustur,13,37,GLdJ4Lrs8JvZb4r6xU9hgR4719rFJxMMgwah9JoZ9MfN,Food
Ustur,13,37,8oQMHAs7oajQtSntgHLpNPPtidc2B2y98J84zvihVuCs,Power Source
Ustur,13,37,J8jqDXZ4R8QNVsqgP3FeMHRLEtRJ8gdfAtgyYQuZtk8e,Iron
Ustur,13,37,2Q9tgstSseeb9pBKqmwoRGPhXMiXjCchJn2S6fkcug78,Titanium Ore
Ustur,13,37,9DaqyEZ3SKbUx7YbciFbCGR8FWMc4BHxf4Z5TZhcs6J9,Electronics
Ustur,13,37,6kK3BeJyF86HCs5T16wsQZinxqP5j8CjJtLARabMW2ns,Framework
Ustur,13,37,8Ascn8cejeyAEKWR99f2Mdp4vqe9449FAAi4pryHTKnQ,Hydrogen
Ustur,13,37,6ZLtdAm6h2kwxqcoUdtfZ4eeXyhwYmcHLoEtCQ3fhmw2,Field Stabilizer
Ustur,13,37,68Km2VnsHjZRGRbnPj4HSDdePfzJW9NEhrwVzMsUgesh,Steel
Ustur,13,37,2xp4g9o4fEwpTgjV8vuftawEJcE9YvCqRxFQxKKwQ18h,Toolkit
Ustur,13,37,55UQe5AscKtbY5HEMfUAYj3Nysxxa5oYCtu7JiB2dS7p,Polymer
Ustur,13,37,GxL478DnLrBtVfWNnTKHttCkvuX2f2RgyjpyWHmZF1CF,Aerogel
Ustur,13,37,EzWCmqaB51Rmup7kwwmFfAUKmCPMY71sWwidxDeDRE7j,Carbon
Ustur,13,37,48TQ8ZfBb4EbYr9hMb193QW9C7Tm3AvhMjs72LTRxzms,Calico Maxhog
Ustur,13,37,6NtmzSYTNFeGi2u1UcVKR4mVdyL9koaVUrAvwvN3Q5bq,Copper Ore
Ustur,13,37,2HP5FHJtA94AdEam25RTxHrciCNqeJh6ZwZuVvN11C9z,Diamond
Ustur,13,37,CdA6c257hvoDk8mESQFKYHpt3zWuES23CUMDBiyS1K8R,Super Conductor
Ustur,13,37,3Q48WPLQB46Zccsh4mHjVqPTkY3Sp5prsKVRPEieHkuZ,Arco
Ustur,13,37,CQhvtTFNAKZyKsEWdfjhLwcqxDGHvuFmZFzm14P4jiCM,Graphene
Ustur,13,37,5jsaer3CcR19ZGfyfRzbPDxEZvepXMRYdYZCmAiXThaX,Fimbul Mamba EX
Ustur,13,37,H4iPDB3jyhXvxhF6QUHNy1zLwfp87EpqGSa6DBv6QWxY,Magnet
Ustur,13,37,BLJQsk9so5XogNE1E8b4nB88a8JLstiv5n86Z9dGts5g,Electromagnet
Ustur,13,37,J522m3mrUA2bCoPL6rKiVQ2TBA6N62gehfXgoWYuFmoR,Lumanite
Ustur,13,37,9cWxkMgdQ66mejPtG2JWbfgFjiqYDwCJXhBy1oQSJo1m,Copper
Ustur,13,37,LuuMu8YozcLDnCVpuLxTZs3eXFcf8PTTnKwfXLn5ERP,Silica
Ustur,13,37,CxTJ5M1FHJ7o4JBy7D6FmYVdqoPYpGYN52AucFXnLWhu,Ammunition
ONI,-25,15,2utQ1S4KbxMaQFSznFWoZF4p1T5NYMYovsMAFym86piT,Particle Accelerator
ONI,-25,15,GbnpYifv1QX44PTxYynnB2v9RA9zMz5eZSSm7x2FBvSr,Fuel
ONI,-25,15,CtMhMMyYssce8C9xdarXYBqxmezCcfz714EGSDRwbRdq,Strange Emitter
ONI,-25,15,AA9Teh5MdFNGpVC4JzgPpv9B9eQEWPqvkMeyu8564ENT,Biomass
ONI,-25,15,2k2JTZiCjQEPVwLas2jigEhmavF2AkcGFhA9Wqyt6Zpy,Honeyland Explorer Badge
ONI,-25,15,GYyuddL2xoDqjbCF8niZKgwXGX5d2uqaXj9upehSWozD,Titanium
ONI,-25,15,3HeNUtfftLf6UDg76E7Gn75MvSris2LyFBG1o2WJYxzi,Hydrocarbon
ONI,-25,15,6L81YidFqT9VK9eKQRCZ6kAPNTMQ6jcWjordm8dY9ohd,Iron Ore
ONI,-25,15,FXYWif6o7PYFLC11gAE4eebBvDEUUqk7U6T8hCeNfLgt,Golden Ticket 2624
ONI,-25,15,Bfmj1vWpnoAs8nKruJ5VdwQFmPwTKtpQniE9opUXTu4V,Nitrogen
ONI,-25,15,i3VeU4LH2y4btVkGNArc7b7gZrnLu3ZvSuQG46uohfa,The Edge of Paradise
ONI,-25,15,4GZbwbAP9tMdDCP6upnpNMG4Wrd5Tz3CfjC1GpC9hSpM,Rochinol
ONI,-25,15,EmFjdxrNYW78Xp9m9v9pUKDUQ4JUfKe2x9tu9noPvDWE,Copper Wire
ONI,-25,15,4RmEaoUF5KzeENLjMB58RrSi4cgupyA4TLHaWD38iTYe,Energy Substrate
ONI,-25,15,3M4xtaHg3HQZj6ZgncNVW8uftGXZZV1ku9AobAuVhL5E,Crystal Lattice
ONI,-25,15,3qiBPBqYpQdcZZovqT9ioPwpcM3qX4f16TE1VzCs48Tg,Survey Data Unit
ONI,-25,15,4iim9XTCYhD43SKLjy3f8hByeiLPGsGfRmnB6pNRrXHD,Radiation Absorber
ONI,-25,15,FNUq2GMmKrjxZVQMNLdBmMC5s2q96u2nnTtqeTGfm1os,Food
ONI,-25,15,CY2jAToGEgWBnn78fmb62EU8Xyukiy53u9j4EPDKWXPw,Power Source
ONI,-25,15,4ZtUJS2BrVt5LsRAtEyTHfANbAoXjYzZVcvEJmcMxg7Y,Iron
ONI,-25,15,GZFFaAn8kCKcaEUrP1k2gPgqChbqvwTxu7xa9y31bwdu,Titanium Ore
ONI,-25,15,2ReYp68xqtnWT2fBeJmiuXDgwLgWPG1mjRhYHU2QBZrg,Electronics
ONI,-25,15,EKXkEezdzzq4jsKjX3Mw4seJWAk2U3arKxGUeXwbSqdA,Framework
ONI,-25,15,FDb899KHUn4REQssZQtEr3N6UeeXVEnCpmW1aP5r2hoK,Hydrogen
ONI,-25,15,6P2ZxW1NsqUXDG42YPYt8byfC3ZimeLJE9YP5mA9mvvC,Field Stabilizer
ONI,-25,15,Ekfbfcumvuyz7LsNT1A7YQaa9iwcGC4wbq2Jb7vMSJPB,Steel
ONI,-25,15,5n1EwJNzB45LPfUu6jUu3WLZ8fybiq1wPBeMn3rM6ZQJ,Toolkit
ONI,-25,15,8nh5AQsZU7rf6VdVTuYSakNY5HukTV88fmQtGGRcSm4G,Polymer
ONI,-25,15,FcFdi39bRb8XUG4mJVbFWpXqBV8XNQPavd4dar6GpJBK,Aerogel
ONI,-25,15,D3ashrcb3izVPfnSTUky6MRmNBJmjYx9oXhm5rb9k5SL,Carbon
ONI,-25,15,7aNftR8eRJbc1LmkYxDJJGsKwGHHiJ7jH9Z5x7RiCQEj,Calico Maxhog
ONI,-25,15,861h8623yB1C7mk2xC1GnxxofEt1HqpVoGqAuCwQxAbT,Copper Ore
ONI,-25,15,4EnMZJCJmsWRcRzqYdn5f9kf14kYcJZm6qDRjtnrPhzj,Diamond
ONI,-25,15,HvtY8sforasjMhKXsxGRXgCTgFuqu6m2TX35JpVLsuzT,Super Conductor
ONI,-25,15,GWVLkqoeeyZ7QAr6keuMGZPm5boGCCKJJxn973V1XNWQ,Arco
ONI,-25,15,CFcwaVr4PdQgMDj3tWvH1jwg8545NvMagwPxeo2y5aPp,Graphene
ONI,-25,15,D6ZzAP8AA9HGcWLcjCXtTkxRJpBcPxkeYsK88WLELQNW,Fimbul Mamba EX
ONI,-25,15,DKjaUp33drqUEVZTyqFL5cTYyEGMRyk89nTQcKpev8xP,Magnet
ONI,-25,15,APAFKszcszRcB4CSnGMnPmWtLr1JiW4i6jcnGzKcnzyh,Electromagnet
ONI,-25,15,F4XTzWTGhwSZA8j8FgwPhFPFKuww2qGiw4U7B39U4Hnn,Lumanite
ONI,-25,15,6rAjHB9ayQFz9okNFFpKhzRjxLvYbZUir2zYkwBKNeiU,Copper
ONI,-25,15,5Em4BguizEAQKwC3crnj6VCF8FW6Y5WkqTwwdgZpEjE1,Silica
ONI,-25,15,3NMu6Qqvi761sxsuH1VVmCVSuAZB7ASyimn49fpMTUr4,Ammunition
MUD,-30,-16,6d2BygzDQfPRFK6od4H9poFWxn71FuCu73ERfXuvCMM1,Particle Accelerator
MUD,-30,-16,Hd745HksPKTHdX8jF7LeWVVBXJ4SbQanF2eK8sHMwmBi,Fuel
MUD,-30,-16,7Ybm24xZKYAX8B5P6bHztbCHphktWTNwZwDEySeE9zQA,Strange Emitter
MUD,-30,-16,D8EWZft8v4TAPTbB7NpJbGrqe2KVV7DRAzufVpmBUki2,Biomass
MUD,-30,-16,23QbV6EvVWe2NMRmf7PW8KXbGU5AUkh2TKjozuWvyrMU,Honeyland Explorer Badge
MUD,-30,-16,BwV59hXkaWNPjHpzsEcqraDU4z51GTYjbzXZKBUWhPGh,Titanium
